450,0.007120491
448,0.007295644
446,0.007555048
444,0.007771349
442,0.007980314
440,0.008172031
438,0.00838501
436,0.008648908
434,0.00888741
432,0.009183638
430,0.009499114
428,0.009795333
426,0.010133588
424,0.010501174
422,0.010861062
420,0.011210102
418,0.011572803
416,0.01194149
414,0.012342135
412,0.012732522
410,0.013147261
408,0.013580387
406,0.014000468
404,0.014476367
402,0.014988587
400,0.015470282
398,0.01599631
396,0.016519332
394,0.017084245
392,0.017690124
390,0.018239407
388,0.018865868
386,0.019492874
384,0.020173879
382,0.020858308
380,0.021619859
378,0.022330466
376,0.023132609
374,0.02390517
372,0.024787956
370,0.025641514
368,0.026546577
366,0.02749578
364,0.028449394
362,0.029386992
360,0.030386025
358,0.03145434
356,0.032485568
354,0.033611765
352,0.034722677
350,0.035837524
348,0.037029513
346,0.038239337
344,0.039398293
342,0.040716191
340,0.042020874
338,0.043312809
336,0.044743916
334,0.04614888
332,0.047564527
330,0.049097228
328,0.05058231
326,0.052074302
324,0.053723124
322,0.055289043
320,0.056899444
318,0.058642689
316,0.060450756
314,0.06223403
312,0.064111263
310,0.066021147
308,0.067999436
306,0.070101589
304,0.072215018
302,0.074407473
300,0.076627882
298,0.078880811
296,0.08131596
294,0.083747191
292,0.086293882
290,0.088899465
288,0.091463496
286,0.094046576
284,0.096689395
282,0.099610801
280,0.102131045
278,0.104753482
276,0.106987166
274,0.109501344
272,0.112149339
270,0.11480946
268,0.117351592
266,0.119910665
264,0.122345188
262,0.124790301
260,0.127101266
258,0.129415748
256,0.131841855
254,0.134203329
252,0.136589482
250,0.139148462
248,0.141924013
246,0.144880318
244,0.14816949
242,0.151689896
240,0.155526695
